Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/14          std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::end() [1052]
                0.00    0.00       2/2           std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::~vector() [1185]
-----------------------------------------------
[4]     75.2    0.00    0.11      40+15789   <cycle 4 as a whole> [4]
                0.00    0.07    7617             search() <cycle 4> [6]
                0.00    0.04    8212             procSearch(CardCombo const&) <cycle 4> [8]
-----------------------------------------------
                0.00    0.07    7617/7617        search() <cycle 4> [6]
[5]     49.0    0.00    0.07    7617         getCandidatesEval(int) [5]
                0.00    0.05    7617/7617        getCandidates() [7]
                0.00    0.01   20662/20662       eval(CardCombo const&) [28]
                0.00    0.01   20662/20662       std::pair<double, CardCombo>::pair<double, CardCombo&, void>(double&&, CardCombo&) [73]
                0.00    0.01    7617/7617        void std::sort<__gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >, bool (*)(std::pair<double, CardCombo> const&, std::pair<double, CardCombo> const&)>(__gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >, __gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >, bool (*)(std::pair<double, CardCombo> const&, std::pair<double, CardCombo> const&)) [84]
                0.00    0.00   28279/28285       bool __gnu_cxx::operator!=<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > >(__gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > > const&, __gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > > const&) [538]
                0.00    0.00   20662/28239       __gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > >::operator*() const [541]
                0.00    0.00   20662/20662       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::push_back(std::pair<double, CardCombo>&&) [649]
                0.00    0.00   20662/71723       std::pair<double, CardCombo>::~pair() [399]
                0.00    0.00   20662/20662       __gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > >::operator++() [643]
                0.00    0.00    7617/7617        std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::vector() [781]
                0.00    0.00    7617/7623        std::vector<CardCombo, std::allocator<CardCombo> >::begin() [769]
                0.00    0.00    7617/15200       std::vector<CardCombo, std::allocator<CardCombo> >::end() [714]
                0.00    0.00    7617/9620        std::vector<CardCombo, std::allocator<CardCombo> >::~vector() [749]
                0.00    0.00    7617/15234       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::end() [699]
                0.00    0.00    7617/15234       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::begin() [700]
                0.00    0.00    7617/93937       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::size() const [341]
                0.00    0.00    3305/3305        std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::resize(unsigned long) [818]
-----------------------------------------------
                                7577             procSearch(CardCombo const&) <cycle 4> [8]
                0.00    0.11      40/40          getMean() [3]
[6]     49.0    0.00    0.07    7617         search() <cycle 4> [6]
                0.00    0.07    7617/7617        getCandidatesEval(int) [5]
                0.00    0.00   11744/40027       bool __gnu_cxx::operator!=<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >(__gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > > const&, __gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > > const&) [493]
                0.00    0.00    8212/114024      __gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >::operator*() const [328]
                0.00    0.00    8212/48763       int const& std::max<int>(int const&, int const&) [447]
                0.00    0.00    7617/15829       std::set<short, std::less<short>, std::allocator<short> >::size() const [695]
                0.00    0.00    7617/15234       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::begin() [700]
                0.00    0.00    7617/15234       std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::end() [699]
                0.00    0.00    7617/7617        std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > >::~vector() [782]
                0.00    0.00    4127/17190       __gnu_cxx::__normal_iterator<std::pair<double, CardCombo>*, std::vector<std::pair<double, CardCombo>, std::allocator<std::pair<double, CardCombo> > > >::operator++() [671]
                                8212             procSearch(CardCombo const&) <cycle 4> [8]
-----------------------------------------------
                0.00    0.05    7617/7617        getCandidatesEval(int) [5]
[7]     30.7    0.00    0.05    7617         getCandidates() [7]
                0.00    0.01    2213/2213        std::vector<short, std::allocator<short> >::operator=(std::initializer_list<short>) [37]
                0.00    0.01   12043/12043       getCandidates()::{lambda(CardCombo const&, bool)#1}::operator()(CardCombo const&, bool) const [39]
                0.00    0.01    4426/4426        CardCombo::CardCombo(std::initializer_list<short> const&) [41]
                0.00    0.01    7617/7617        std::vector<short, std::allocator<short> >::vector<std::_Rb_tree_const_iterator<short>, void>(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>, std::allocator<short> const&) [91]
                0.00    0.00    2213/2213        CardCombo::CardCombo(std::vector<short, std::allocator<short> > const&) [124]
                0.00    0.00    5404/15155       CardCombo::CardCombo() [108]
                0.00    0.00      41/41          CardCombo::CardCombo<short*>(short*, short*) [156]
                0.00    0.00   54491/406153      bool __gnu_cxx::operator!=<short*, std::vector<short, std::allocator<short> > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > const&, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > const&) [245]
                0.00    0.00   46874/344518      __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::operator*() const [250]
                0.00    0.00   46874/398619      card2level(short) [248]
                0.00    0.00   46874/285403      __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::operator++() [268]
                0.00    0.00   12084/154508      CardCombo::~CardCombo() [310]
                0.00    0.00    9830/274652      std::vector<short, std::allocator<short> >::~vector() [274]
                0.00    0.00    7617/9620        std::vector<CardCombo, std::allocator<CardCombo> >::vector() [748]
                0.00    0.00    7617/83999       std::allocator<short>::allocator() [353]
                0.00    0.00    7617/29285       std::set<short, std::less<short>, std::allocator<short> >::end() const [535]
                0.00    0.00    7617/29285       std::set<short, std::less<short>, std::allocator<short> >::begin() const [536]
                0.00    0.00    7617/405601      std::allocator<short>::~allocator() [247]
                0.00    0.00    7617/63565       std::vector<short, std::allocator<short> >::begin() [417]
                0.00    0.00    7617/63565       std::vector<short, std::allocator<short> >::end() [416]
                0.00    0.00    5445/20662       std::vector<CardCombo, std::allocator<CardCombo> >::push_back(CardCombo&&) [647]
                0.00    0.00    2213/54485       std::vector<short, std::allocator<short> >::vector() [432]
                0.00    0.00    2213/20183       std::vector<short, std::allocator<short> >::push_back(short const&) [662]
                0.00    0.00       3/21900       std::vector<CardCombo::CardPack, std::allocator<CardCombo::CardPack> >::operator[](unsigned long) [613]
-----------------------------------------------
                                8212             search() <cycle 4> [6]
[8]     26.3    0.00    0.04    8212         procSearch(CardCombo const&) <cycle 4> [8]
                0.00    0.02    7577/7577        undoCombo() [22]
                0.00    0.02    7577/7577        doCombo(CardCombo const&) [23]
                0.00    0.00    8212/187433      std::vector<short, std::allocator<short> >::size() const [304]
                0.00    0.00    8212/15829       std::set<short, std::less<short>, std::allocator<short> >::size() const [695]
                                7577             search() <cycle 4> [6]
-----------------------------------------------
                0.00    0.04       2/2           getMean() [3]
[9]     24.6    0.00    0.04       2         randCards(int) [9]
                0.00    0.02       2/2           void std::sort<__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >, __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >) [18]
                0.00    0.01    2000/2040        std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>::operator=(std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul> const&) [74]
                0.00    0.00    2000/2000        std::pair<std::__decay_and_strip<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>&>::__type, std::__decay_and_strip<int>::__type> std::make_pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>&, int>(std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>&, int&&) [122]
                0.00    0.00    2000/23314       std::set<short, std::less<short>, std::allocator<short> >::operator=(std::set<short, std::less<short>, std::allocator<short> > const&) [10]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > std::unique<__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >, __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >) [149]
                0.00    0.00    4044/2959132     std::_Rb_tree_const_iterator<short>::operator!=(std::_Rb_tree_const_iterator<short> const&) const [43]
                0.00    0.00    3040/5189365     std::_Rb_tree_const_iterator<short>::operator*() const [100]
                0.00    0.00   73000/110925      std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>::operator[](unsigned long) [330]
                0.00    0.00   71000/74558       std::set<short, std::less<short>, std::allocator<short> >::insert(short const&) [384]
                0.00    0.00   68000/68003       std::vector<short, std::allocator<short> >::operator[](unsigned long) [405]
                0.00    0.00    4000/83805       std::vector<CardCombo, std::allocator<CardCombo> >::size() const [354]
                0.00    0.00    3040/2743869     std::_Rb_tree_const_iterator<short>::operator++() [213]
                0.00    0.00    2086/8136        bool __gnu_cxx::operator!=<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >(__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > const&) [766]
                0.00    0.00    2080/110631      __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >::operator*() const [331]
                0.00    0.00    2080/21383       __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >::operator++() [633]
                0.00    0.00    2000/63565       std::vector<short, std::allocator<short> >::end() [416]
                0.00    0.00    2000/63565       std::vector<short, std::allocator<short> >::begin() [417]
                0.00    0.00    2000/2001        void std::random_shuffle<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [844]
                0.00    0.00    2000/2001        std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>::array() [843]
                0.00    0.00    2000/2000        std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, int, void>(std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, int>&&) [847]
                0.00    0.00    2000/2000        std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::push_back(std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>&&) [850]
                0.00    0.00    2000/10042       std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>::~pair() [736]
                0.00    0.00    2000/2000        std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, int>::~pair() [848]
                0.00    0.00    2000/14042       std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>::~array() [725]
                0.00    0.00    2000/9620        std::vector<CardCombo, std::allocator<CardCombo> >::vector() [748]
                0.00    0.00    2000/9620        std::vector<CardCombo, std::allocator<CardCombo> >::~vector() [749]
                0.00    0.00    1004/29285       std::set<short, std::less<short>, std::allocator<short> >::begin() const [536]
                0.00    0.00    1004/29285       std::set<short, std::less<short>, std::allocator<short> >::end() const [535]
                0.00    0.00      74/92          std::vector<short, std::allocator<short> >::push_back(short&&) [908]
                0.00    0.00      14/16          std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::begin() [1043]
                0.00    0.00      12/14          std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::end() [1052]
                0.00    0.00       6/7623        std::vector<CardCombo, std::allocator<CardCombo> >::begin() [769]
                0.00    0.00       6/15200       std::vector<CardCombo, std::allocator<CardCombo> >::end() [714]
                0.00    0.00       6/28285       bool __gnu_cxx::operator!=<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > >(__gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > > const&, __gnu_cxx::__normal_iterator<CardCombo*, std::vector<CardCombo, std::allocator<CardCombo> > > const&) [538]
                0.00    0.00       4/4           std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::resize(unsigned long) [1105]
                0.00    0.00       2/54485       std::vector<short, std::allocator<short> >::vector() [432]
                0.00    0.00       2/2           std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::vector() [1184]
                0.00    0.00       2/1004        __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >::difference_type __gnu_cxx::operator-<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >(__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > const&, __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > > const&) [865]
                0.00    0.00       2/2           void std::sort<__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >, bool (*)(std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> const&, std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> const&)>(__gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >, __gnu_cxx::__normal_iterator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>*, std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > > >, bool (*)(std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> const&, std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> const&)) [1194]
                0.00    0.00       2/120         std::vector<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double>, std::allocator<std::pair<std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>, double> > >::size() const [894]
                0.00    0.00       2/274652      std::vector<short, std::allocator<short> >::~vector() [274]
-----------------------------------------------
                0.00    0.00      40/23314       getMean() [3]
                0.00    0.00    2000/23314       randCards(int) [9]
                0.00    0.01    6120/23314       std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul>::operator=(std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul> const&) [74]
                0.00    0.01    7577/23314       doCombo(CardCombo const&) [23]
                0.00    0.01    7577/23314       undoCombo() [22]
[10]    20.3    0.00    0.03   23314         std::set<short, std::less<short>, std::allocator<short> >::operator=(std::set<short, std::less<short>, std::allocator<short> > const&) [10]
                0.00    0.03   23314/23314       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::operator=(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [11]
-----------------------------------------------
                0.00    0.03   23314/23314       std::set<short, std::less<short>, std::allocator<short> >::operator=(std::set<short, std::less<short>, std::allocator<short> > const&) [10]
[11]    20.3    0.00    0.03   23314         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::operator=(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [11]
                0.01    0.01   23314/23314       std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Reuse_or_alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Reuse_or_alloc_node&) [20]
                0.01    0.01   23314/44468       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_minimum(std::_Rb_tree_node_base*) [21]
                0.00    0.00   69942/689805      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root() [224]
                0.00    0.00   23314/23314       __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_propagate_on_copy_assign() [605]
                0.00    0.00   23314/23314       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Reuse_or_alloc_node::_Reuse_or_alloc_node(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >&) [606]
                0.00    0.00   23314/66402       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_reset() [409]
                0.00    0.00   23314/44468       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root() const [473]
                0.00    0.00   23314/472480      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_end() [239]
                0.00    0.00   23314/44468       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() const [474]
                0.00    0.00   23314/319781      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_leftmost() [263]
                0.00    0.00   23314/343095      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_rightmost() [251]
                0.00    0.00   23314/44468       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_maximum(std::_Rb_tree_node_base*) [475]
                0.00    0.00   23314/23314       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Reuse_or_alloc_node::~_Reuse_or_alloc_node() [607]
-----------------------------------------------
                0.00    0.02   32611/32611       bool std::__lexicographical_compare_aux<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [14]
[12]    15.7    0.00    0.02   32611         bool std::__lexicographical_compare<false>::__lc<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [12]
                0.01    0.01   32611/32611       bool std::__lexicographical_compare_impl<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, __gnu_cxx::__ops::_Iter_less_iter>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, __gnu_cxx::__ops::_Iter_less_iter) [15]
                0.00    0.00   32611/183013      __gnu_cxx::__ops::__iter_less_iter() [305]
-----------------------------------------------
                0.00    0.02   32611/32611       bool std::operator< <std::set<short, std::less<short>, std::allocator<short> >, 3ul>(std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul> const&, std::array<std::set<short, std::less<short>, std::allocator<short> >, 3ul> const&) [16]
[13]    15.7    0.00    0.02   32611         bool std::lexicographical_compare<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [13]
                0.00    0.02   32611/32611       bool std::__lexicographical_compare_aux<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [14]
                0.00    0.00  130444/136438      std::_Niter_base<std::set<short, std::less<short>, std::allocator<short> > const*>::iterator_type std::__niter_base<std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*) [319]
-----------------------------------------------
                0.00    0.02   32611/32611       bool std::lexicographical_compare<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [13]
[14]    15.7    0.00    0.02   32611         bool std::__lexicographical_compare_aux<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [14]
                0.00    0.02   32611/32611       bool std::__lexicographical_compare<false>::__lc<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [12]
-----------------------------------------------
                0.01    0.01   32611/32611       bool std::__lexicographical_compare<false>::__lc<std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*>(std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*, std::set<short, std::less<short>, std::allocator<short> > const*) [12]
